ticker,day_earnings,lv3_future_3,lv7_future_7,lv15_future_15,lv30_future_30
JNPR,2015-01-27,-4.081133914767211,-3.939117447385882,-4.198210689555448,-4.240490856568572
JNPR,2014-10-23,-2.9635721775920407,-3.3801837526839527,-3.50359848631877,-3.744571018515775
JNPR,2014-07-22,-2.8885828102265934,-3.2448582025801573,-3.5973624065324357,-3.8701017915591014
JNPR,2014-04-22,-3.729448234574623,-3.823785340200718,-4.16394815769406,-4.24830701714912
JNPR,2014-01-23,-3.3828855681076564,-3.4698217930615494,-3.774612171851733,-4.025580026312533
JNPR,2013-10-22,-3.547946898794478,-3.717903325931649,-3.8251182873494036,-3.9868361133251438
JNPR,2013-07-23,-3.9215888058026382,-4.154385509589957,-3.894471433092918,-3.8061804256692606
JNPR,2013-04-23,-3.0429308002401645,-3.2523945896677677,-3.5313431035680463,-3.644489329320382
JNPR,2013-01-24,-3.374657366602497,-3.6497307650742523,-3.948078594449074,-3.9233003572756995
JNPR,2012-10-23,-2.9525401621189626,-3.213157831293058,-3.497551341243025,-3.6554143419537044
JNPR,2012-07-24,-3.255877342442768,-3.1699468632580063,-3.311193900341284,-3.5151014501889204
JNPR,2012-04-24,-3.7369247602950924,-3.907380019085012,-3.9584188581939896,-3.8704381253648394
JNPR,2012-01-26,-4.588555828676626,-3.6277709304125696,-3.640323382835543,-3.802311692642963
VRSN,2017-10-26,-5.110459144657409,-4.695506076395688,-4.638740949950324,-4.6550066185820125
VRSN,2017-07-27,-4.606122110277763,-4.758579447033379,-4.646789950159459,-4.7278540094526145
VRSN,2017-04-27,-5.734324912621378,-4.897062051169343,-4.61731933772793,-4.680544160850936
VRSN,2017-02-09,-5.329053365916437,-5.050634295560425,-4.790965694148589,-4.8726995111022715
VRSN,2016-10-27,-3.6140101343194724,-3.7382100476594777,-3.9450231371581017,-4.144690548395051
VRSN,2016-07-28,-3.9209174744220405,-4.2651324876725045,-3.8819469919125487,-3.892431777288478
VRSN,2016-04-28,-3.8145127814476454,-4.063411659186544,-4.274269760302825,-4.5104017722618615
VRSN,2016-02-11,-4.9840644414068,-3.788138959001589,-3.9875042608621447,-4.1442459761032495
VRSN,2015-10-22,-3.467335628227687,-3.802649191345802,-4.040498065438296,-4.072042819518273
VRSN,2015-07-23,-4.4302725602326785,-4.4026489146160035,-4.5784554015158285,-4.180201626949937
VRSN,2015-04-23,-3.992746347002597,-4.180223825575883,-4.342522982399653,-4.502953314153482
VRSN,2015-02-05,-3.837255114918889,-4.078435241733454,-4.295256710861366,-4.3748559466054155
VRSN,2014-10-23,-4.0946536172154495,-4.243311876681784,-4.418125040423917,-4.512606317210732
VRSN,2014-07-24,-2.7641013698406716,-3.1116633786299928,-3.4704216797686436,-3.790354707216457
VRSN,2014-04-24,-3.9318969673088566,-4.034063295043624,-4.270969893169305,-4.48928958802201
VRSN,2014-02-06,-3.498095833999722,-3.824830546066325,-4.158373938458623,-4.116482031105802
VRSN,2013-10-24,-4.97580010119737,-5.2594004124605105,-4.808995519459855,-4.939940544621629
VRSN,2013-07-25,-4.334829060193551,-4.651012566699675,-4.714857978164235,-4.693727398215976
VRSN,2013-04-25,-3.8807608432981464,-4.242877542654433,-4.502513799860101,-4.512943693662011
VRSN,2013-01-24,-3.327318711451952,-3.6947193454918974,-3.987918032796306,-4.193444862209324
VRSN,2012-10-25,-2.211928525439678,-2.5954296429064305,-2.9237557335140782,-3.062508651884231
VRSN,2012-07-26,-3.281993148472338,-3.6878851819724505,-3.991027366245496,-4.247592704268804
VRSN,2012-04-26,-4.760425845107251,-4.866543161016863,-4.881337674466098,-4.349595108000841
VRSN,2012-01-26,-4.639080324662129,-4.364725904825519,-4.592713659432622,-4.6573408459406105
TWTR,2017-10-26,-3.1316580172326995,-3.373226292955707,-3.655234559239589,-3.760813802166871
TWTR,2017-07-27,-3.9232813653104035,-4.145047533340238,-4.218975831213407,-4.232081085850638
TWTR,2017-04-26,-3.468038073436052,-3.6648998751173196,-3.5218104368970744,-3.7409559781098665
TWTR,2017-02-09,-3.2224973923163738,-3.536929841179183,-3.861097756921302,-3.9827469281634316
TWTR,2016-10-27,-3.93824170844696,-4.127120632938402,-3.851463321673475,-3.856238080487581
TWTR,2016-07-26,-2.5069579931937507,-2.7435284054696236,-3.018075032592612,-3.2634445134349352
TWTR,2016-04-26,-2.6152823949597437,-2.7746647165175466,-3.0449118646001825,-3.2895462495532914
TWTR,2016-02-10,-2.7636870979838,-3.0329707552110974,-3.2495040557002315,-3.2964362697957736
TWTR,2015-10-27,-3.9437032358450357,-3.694072832789874,-3.878442884647441,-3.8253084825240076
TWTR,2015-07-28,-2.6990885079753095,-3.036721830098554,-3.0561855989407007,-3.210298267865142
TWTR,2015-04-28,-3.1760015080946435,-3.414067618530579,-3.7239954466892966,-3.99216173752683
TWTR,2015-02-05,-2.455151098158042,-2.8250079639287895,-3.1361585631246562,-3.4203216816513446
TWTR,2014-10-27,-3.26956337355796,-3.377008856936812,-3.228547315876499,-3.3997756335377582
TWTR,2014-07-29,-2.250344795151589,-2.5921659462232043,-2.9553276762700347,-3.221729961841599
TWTR,2014-04-29,-3.200947101618426,-2.689043111553899,-2.9404680366874807,-3.0679706354169576
TWTR,2014-02-05,-1.9946361955248662,-2.3119349360535617,-2.6669478808084666,-2.9938049657443577
TWTR,2013-11-27,-4.119745314194568,-3.2934294567396654,-3.2920501193510203,-2.981008528704258
AME,2017-11-02,-4.6372869240433,-4.842756318384214,-4.8192925482895275,-4.810096756114035
AME,2017-08-02,-5.658132620185672,-5.328143714574275,-5.1220938474032325,-5.201853653231764
AME,2017-05-02,-4.891506950799627,-4.9339829486055296,-4.928310337280411,-5.050588212608892
AME,2017-02-07,-5.742662739072462,-5.108627843980778,-4.648380347275361,-4.643251599849829
AME,2016-11-01,-4.620489401212486,-4.232631077152726,-4.302567791104805,-4.0956057604216145
AME,2016-08-04,-5.084150579291074,-4.997996057532761,-5.15744795813515,-4.735370718178619
AME,2016-04-28,-4.663368377102566,-4.793484252996251,-4.610122877244265,-4.723440832312626
AME,2016-02-05,-4.2138608068640195,-4.406623784604723,-4.508655783951803,-4.506504148481302
AME,2015-10-27,-5.874525775129334,-5.914742986823622,-4.465842409875322,-4.413618658646765
AME,2015-08-04,-4.962336011245874,-4.636170819779113,-4.169470100734257,-4.035355225197656
AME,2015-04-29,-5.494314348092047,-4.8150543640157215,-4.759788139595063,-4.750760256314092
AME,2015-01-28,-3.722533872906431,-3.9666748922682777,-4.277030121931281,-4.424517303325468
AME,2014-10-28,-4.3303817501764685,-4.4526297774788,-4.216735052518387,-4.35107573539306
AME,2014-08-05,-4.300245541923532,-4.624049065415559,-4.748428564316206,-4.92938024327465
AME,2014-05-06,-5.2533939510502154,-4.80964346874264,-4.781063035641397,-4.968850494312567
AME,2014-01-29,-4.063585438809636,-4.032997136124344,-4.319467775661817,-4.478618356527442
AME,2013-10-29,-5.647649680467054,-5.130641922024741,-5.108707523241913,-4.94767393383313
AME,2013-08-07,-5.083930323735393,-4.466420981066994,-4.452617171909497,-4.485678480553921
AME,2013-04-25,-5.150875623251081,-4.416914222711674,-4.55607797175044,-4.631093057421633
AME,2013-01-24,-5.4941182755222355,-4.728533723870431,-4.899370520738349,-4.596765141362313
AME,2012-10-23,-5.209694583148474,-4.04116350114355,-4.224623278654801,-4.36199171355268
AME,2012-07-24,-3.900850667844896,-4.150189473564929,-4.217611769465923,-4.4408787758892005
AME,2012-04-26,-4.7468683260372275,-4.732324783288459,-4.540980665442807,-4.272648625484642
AME,2012-01-26,-4.677391089538639,-4.224850004496086,-4.315757913035691,-4.451102455784963
SYK,2017-10-26,-3.1478763990313388,-3.538862619160672,-3.8729300664002495,-4.136870589896794
SYK,2017-07-27,-4.356913652322203,-4.382972853913127,-4.534967903228295,-4.388457473293794
SYK,2017-04-25,-5.1583570554317175,-5.295424094428873,-5.119881762267565,-5.009240604514725
SYK,2017-01-24,-4.518536986309813,-4.753749591830437,-4.955763789809571,-5.001394296465725
SYK,2016-10-27,-3.944189418413881,-4.259332285029123,-3.7989334107993007,-4.048772288095219
SYK,2016-07-21,-3.86962411283438,-4.028198573536725,-4.349153765924546,-4.540667820731042
SYK,2016-04-20,-5.046208496787496,-5.234011841406754,-4.987393810624183,-4.891493467638693
SYK,2016-01-26,-4.0590076339324215,-4.387428312334037,-4.26164534933594,-4.426905551276699
SYK,2015-10-22,-4.006973108711106,-4.01649341608529,-4.279796872496415,-4.282951271181446
SYK,2015-07-23,-4.168549267807529,-4.408146130850728,-4.472225971849865,-4.100075321616524
SYK,2015-04-21,-4.747093190104867,-4.245854171521758,-4.373653961224364,-4.540382063071636
SYK,2015-01-27,-4.085250535909185,-4.323818124616818,-4.530468073603301,-4.373199340953968
SYK,2014-10-16,-6.070578944641344,-5.483634949145551,-5.063043918125859,-4.893182104567443
SYK,2014-07-17,-5.205631516929538,-5.162574676938384,-5.189199069678231,-4.987758252308453
SYK,2014-04-23,-5.010699136634758,-4.774304900404698,-4.852099820282042,-4.764169667005435
SYK,2014-01-22,-4.6369520409501455,-4.37415862929714,-4.4524447237410305,-4.448619115751696
SYK,2013-10-17,-4.990921399856905,-5.245460753145252,-5.141634662750828,-5.186314741587757
SYK,2013-07-18,-5.228518150302262,-5.14609747078878,-5.307457561570235,-4.893473764007318
SYK,2013-04-24,-4.619982496187765,-4.863578830002544,-4.993559284777437,-4.6538923716509695
SYK,2013-01-23,-4.52403264292427,-4.519979002677568,-4.7269319916618695,-4.69714953530636
SYK,2012-10-17,-4.272697287710583,-4.56204279281065,-4.617871444054015,-4.662961591779735
SYK,2012-07-18,-5.062460665246418,-4.196368057561581,-4.202931252203077,-4.468728153112739
SYK,2012-04-17,-4.3878378950685395,-4.305120828897931,-4.538189201110892,-4.472991832892093
SYK,2012-01-24,-3.9306424353438842,-4.227729597789049,-4.389674561013295,-4.54442945356771
HPE,2017-11-21,-3.2009234762323255,-3.404215031518321,-3.7278615047630157,-3.9459211725614334
HPE,2017-09-05,-4.45576611418861,-3.953644771609136,-4.0016297775182075,-4.185600105450758
HPE,2017-05-31,-3.5895150340902133,-3.7853644431804168,-4.050044242938893,-4.11212662984624
HPE,2017-02-23,-3.281838808401327,-3.541844266660764,-3.854126082020752,-4.0033924831879535
HPE,2016-11-22,-4.022937756123644,-4.108414551699515,-4.14589486385381,-4.329931592228785
HPE,2016-09-07,-3.8432052441773923,-3.8365035986109497,-4.082087888140303,-4.225312890980278
HPE,2016-05-24,-3.5893175851475427,-3.5951148915766913,-3.6748317143026332,-3.575985339150886
HPE,2016-03-03,-2.6011403914275215,-2.987035463413543,-3.294494176468452,-3.4900651785825554
HPE,2015-11-24,-4.794055330133823,-3.4343292435939587,-3.5798159684868502,-3.5896719606529652
JCI,2017-11-09,,,,
JCI,2017-07-27,,,,
JCI,2017-04-27,,,,
JCI,2017-02-01,,,,
JCI,2016-11-08,,,,
JCI,2016-07-29,,,,
JCI,2016-04-29,,,,
JCI,2016-01-29,,,,
JCI,2015-11-13,,,,
JCI,2015-07-31,,,,
JCI,2015-04-24,,,,
JCI,2015-01-30,,,,
JCI,2014-11-13,,,,
JCI,2014-07-25,,,,
JCI,2014-04-25,,,,
JCI,2014-01-31,,,,
JCI,2013-11-14,,,,
JCI,2013-07-26,,,,
JCI,2013-04-26,,,,
JCI,2013-01-29,,,,
JCI,2012-11-14,,,,
JCI,2012-07-31,,,,
JCI,2012-04-26,,,,
JCI,2012-01-31,,,,
GWW,2017-10-17,-4.078874225763085,-3.707325406621316,-3.9814543583940316,-4.016928110353513
GWW,2017-07-19,-4.415083992731242,-4.271865773734775,-4.353003047741608,-4.194150694907727
GWW,2017-04-18,-5.139256362510386,-4.813322030017765,-4.7080107519921075,-4.584227724345777
GWW,2017-01-25,-4.81908666662178,-4.975111496420314,-5.161407150051133,-4.616870549092623
GWW,2016-10-18,-5.442454652366837,-4.601620974878042,-4.558938990698485,-4.223929691629891
GWW,2016-07-19,-4.758037265227153,-5.112463543752838,-5.014137914499971,-4.679106705810429
GWW,2016-04-18,-6.1581641561083655,-4.489425312209279,-4.481900954289602,-4.579070840036769
GWW,2016-01-26,-4.029147647042748,-3.6437075225355304,-3.8032488833231466,-3.9675742521284785
GWW,2015-10-16,-4.375509214474606,-3.9484970716836436,-4.1878179609876485,-4.090163942070258
GWW,2015-07-17,-4.2641405019861365,-4.4472351185908465,-4.526093967329467,-4.300873874312405
GWW,2015-04-16,-4.4695308788888335,-4.772553025377576,-4.906631680379761,-4.811938779766893
GWW,2015-01-26,-4.2397667898038724,-4.148448246745442,-4.422757919713794,-4.442361603159072
GWW,2014-10-16,-4.605346744997372,-4.546441778369604,-4.754576640262559,-4.591302108320354
GWW,2014-07-17,-4.82883885019002,-5.147381115725441,-4.985563730462742,-4.772807762500857
GWW,2014-04-16,-5.381314574033141,-4.828659347521914,-4.708244771752639,-4.700879308110032
GWW,2014-01-24,-5.210024884684801,-4.68204645698845,-4.444069971161983,-4.694880944010728
GWW,2013-10-16,-4.831107733474829,-4.749695536120143,-4.681359148557634,-4.494866153639252
GWW,2013-07-17,-6.011332741028516,-5.044908810996429,-4.572406402579695,-4.689678651243602
GWW,2013-04-16,-4.4174460592330815,-4.764760962147209,-4.467588878297832,-4.381702516071705
GWW,2013-01-24,-5.0591386754155785,-4.842095462493306,-4.745623028218591,-4.674239160929085
GWW,2012-10-16,-4.749068504430768,-4.680774952199809,-4.497272580022865,-4.575491122060747
GWW,2012-07-18,-4.690015073930189,-4.024315832307062,-4.236685280432147,-4.427924892790186
GWW,2012-04-17,-3.9468434479344814,-3.689326977354367,-3.9124012239580748,-4.0345800801449005
GWW,2012-01-25,-4.86662929661058,-4.12917924159935,-4.169827900033887,-4.396999723522851
SRCL,2017-11-08,-3.846075898910403,-4.192727884371814,-4.244302588749456,-4.358103793827188
SRCL,2017-08-03,-3.7965541031289067,-3.777646891118145,-3.9416453701013494,-4.106774650944803
SRCL,2017-05-04,-4.404070096008699,-4.6970344779573185,-4.8518350175697265,-4.487863757623516
SRCL,2017-02-15,-3.5029813609960967,-3.520616834611008,-3.798677229418339,-4.095778209522798
SRCL,2016-10-27,-3.1179459305441317,-3.311571959652376,-3.684821983526854,-3.8988707062418557
SRCL,2016-07-28,-2.7644338961462362,-2.9477240164940133,-3.2943897358175374,-3.5955018722681564
SRCL,2016-04-28,-2.312013167436609,-2.5591280684358115,-2.881438260923372,-3.1940558809324933
SRCL,2016-02-04,-3.86597819335144,-3.6553807713010094,-3.888474187836924,-4.006054857113453
SRCL,2015-10-22,-2.3537242991696212,-2.650596087169033,-2.9989183027878106,-3.297534569080531
SRCL,2015-07-23,-4.703238397080724,-4.205791859815912,-4.465227640208894,-4.224793690440914
SRCL,2015-04-23,-4.502961093546716,-4.520308410004976,-4.540257037181545,-4.7811743591415965
SRCL,2015-02-05,-3.9629674075097636,-4.292803799904513,-4.487860625716193,-4.595506173973775
SRCL,2014-10-23,-5.204779804091674,-4.734055587047055,-5.009864612272061,-5.190747538695153
SRCL,2014-07-24,-5.9827224659667015,-4.83948710054794,-4.926906479591422,-5.112842237767011
SRCL,2014-04-24,-5.996031446308718,-5.216016753612406,-5.220312078713163,-5.197245721083764
SRCL,2014-02-05,-4.45273059570289,-4.761009835281786,-4.893296652785686,-4.969015731176737
SRCL,2013-10-23,-3.5114020276727387,-3.852277106437295,-4.162476214678121,-4.393877581674904
SRCL,2013-07-24,-5.493295687019198,-5.167168258836265,-5.242167525426583,-4.910506213234557
SRCL,2013-04-24,-5.198410281940244,-5.1729373617132035,-5.024402396193977,-4.715880429596725
SRCL,2013-02-06,-3.9026123845520844,-4.305649505808499,-4.545730460489453,-4.610343197416418
SRCL,2012-10-24,-3.3857672609404497,-3.6805470090669554,-3.916237542031968,-4.225732927127545
SRCL,2012-07-25,-4.371812521164449,-4.241514880890046,-4.521427892163008,-4.64529509878493
SRCL,2012-04-25,-4.198443767741939,-4.304976271722724,-4.362320215961741,-4.40339542370217
SRCL,2012-02-02,-4.201230830694302,-4.342968502179494,-4.482078892748717,-4.589875610155114
D,2017-10-30,-5.265758352449415,-5.130719994934586,-4.957503795470468,-5.011157238518658
D,2017-08-02,-5.341832045825122,-5.593042059915498,-5.618649275561962,-5.024053069732224
D,2017-05-04,-4.548259727966068,-4.9415536212537825,-4.930342509600796,-5.043424684585955
D,2017-02-01,-5.5228916689385485,-4.583181959141813,-4.67044301483411,-4.6400668741801026
D,2016-10-31,-5.21254223142164,-4.306673550755723,-4.29357528008201,-4.311212152796869
D,2016-08-03,-5.45226573474489,-4.987014839640537,-4.605747511964531,-4.399848605495012
D,2016-05-04,-5.06495082558399,-5.045741387944845,-4.603557628878329,-4.727418771922574
D,2016-02-01,-5.375973529631118,-4.5242725539824935,-4.599305879993653,-4.609021328724049
D,2015-11-02,-6.314797242451669,-4.3894697862413325,-4.510032961039434,-4.544874538557221
D,2015-08-05,-5.0914764736197125,-4.840556952255533,-4.1392314628486,-4.244764821318346
D,2015-05-04,-4.988869669073278,-4.840573288483023,-4.9965995745878296,-4.985964081259643
D,2015-02-06,-3.849567093044793,-4.066934703329658,-4.298844704712715,-4.3291522201290595
D,2014-10-31,-4.026806110386384,-4.155248916942245,-4.368233108852468,-4.55412476555978
D,2014-07-30,-4.877702778561379,-4.056248213654011,-4.352472327142257,-4.531013070703256
D,2014-04-30,-4.463108025602934,-4.25460375531592,-4.444673487275294,-4.6122921297876305
D,2014-01-31,-4.989134362549024,-4.2862962080215254,-4.514515873603243,-4.616355947976472
D,2013-11-05,-4.290173429298143,-4.602005043743004,-4.685473620323246,-4.729802778581431
D,2013-08-06,-5.614490779662632,-4.492709710417834,-4.540186944888656,-4.502639627005786
D,2013-04-25,-6.274569612921565,-5.172907648783218,-4.883565372340386,-4.633154280816953
D,2013-01-31,-5.964702039666363,-6.308560767639255,-5.30997914128495,-5.174025094869201
D,2012-10-25,-4.4639519041570255,-4.480053184138358,-4.531814002308693,-4.618370801578605
D,2012-08-01,-5.029624436606973,-5.197409212570552,-5.343597214427533,-4.8767561829215165
D,2012-04-26,-6.890675005912061,-5.576381411218357,-5.307392941736656,-5.174530439284799
D,2012-01-27,-4.864909160033456,-5.10198715600362,-5.217886441028907,-5.201100200413896
DLR,2017-10-25,-3.4702117209422214,-3.7525794976489957,-3.950615571882563,-3.915153318835337
DLR,2017-07-27,-4.3349032422663445,-4.415883311014779,-4.388097240201345,-4.590301581519648
DLR,2017-04-27,-4.491913739923734,-4.524014847272563,-4.731810705320604,-4.612930223283439
DLR,2017-02-16,-4.782194641420939,-4.5998418139884025,-4.4566304630027815,-4.535207738885961
DLR,2016-10-27,-3.815039569768481,-3.834467117534324,-3.8214048751653493,-3.875794930765822
DLR,2016-07-28,-3.813341488866995,-4.035148821108456,-4.167326222303781,-4.204785306292616
DLR,2016-04-28,-4.749041865488971,-4.711265992743007,-4.258081659417448,-4.464176300479416
DLR,2016-02-25,-3.5676949458057075,-3.96529591410499,-4.1706126778608335,-4.340334828938064
DLR,2015-10-29,-4.046810705427918,-4.138027108443563,-4.388194337882151,-4.476482969533957
DLR,2015-07-30,-4.985811219770832,-5.076899338262265,-5.138921475151168,-4.142404065005032
DLR,2015-05-05,-6.534385897148668,-4.461650253425785,-4.683325793740431,-4.548218228037111
DLR,2015-02-12,-4.2649307107318615,-4.122276850004996,-4.2927885848471465,-4.353558311759222
DLR,2014-10-28,-4.414963966971917,-4.376898754828338,-4.623652787964748,-4.685301424369386
DLR,2014-07-29,-4.7160295622297514,-4.998189093745354,-4.874908565009763,-4.769725865563073
DLR,2014-05-06,-4.708527787450975,-4.404306790220458,-4.404589957308958,-4.538607197109051
DLR,2014-02-24,-5.1374742554622115,-5.002268490416389,-4.214894255371477,-4.214629071852816
DLR,2013-10-29,-2.6358115609194486,-2.952337157585594,-3.2158167274031957,-3.4695448316638156
DLR,2013-07-26,-5.084129633449687,-4.396122560317752,-4.4378189307869516,-4.153011092955952
DLR,2013-04-26,-4.913313396731149,-4.9021509278183695,-4.2450260437033,-4.027703691353452
DLR,2013-02-15,-4.899254839730926,-4.517610223517287,-4.798175622441214,-4.811348220580226
DLR,2012-10-26,-4.666165052163942,-4.316047513669804,-4.32540462607149,-4.553342941820064
DLR,2012-07-25,-5.276830659637422,-4.438749224721748,-4.713129542459769,-4.811208350149265
DLR,2012-04-26,-5.056618357136764,-4.70420915005185,-4.417770053527686,-4.273602333035078
DLR,2012-02-17,-4.04566638449498,-4.298344136469028,-4.462759642621796,-4.588935411247085
C,2017-10-12,-5.351766926449373,-5.047776727357218,-5.0764509918463006,-5.078361937952875
C,2017-07-14,-6.232714739556304,-4.499166342972891,-4.533882460854895,-4.58477990032654
C,2017-04-13,-4.3578143669692855,-4.181702818796852,-4.4710263509258885,-4.404943623423391
C,2017-01-18,-6.176672123918356,-4.423644972279964,-4.332622578654912,-4.333677080734809
C,2016-10-14,-5.421608238522182,-5.524611340284767,-5.190834640437034,-4.218830347403395
C,2016-07-15,-5.430055479534507,-5.304977382265108,-4.331294878248744,-4.582292825782968
C,2016-04-15,-4.79070821451404,-4.682143994119612,-4.386765540621324,-4.134638789914483
C,2016-01-15,-4.465473731296022,-3.7878326764209094,-3.5795784200984766,-3.445229568056919
C,2015-10-15,-5.658061066452383,-4.3525223023271495,-4.177427843259764,-4.214929122529743
C,2015-07-16,-6.8643393960794175,-4.400051175058706,-4.640680962697687,-3.978829842094734
C,2015-04-16,-4.750097898908863,-4.67347416448513,-4.601187522174353,-4.67945199211669
C,2015-01-15,-4.853204206238725,-4.044115269346601,-4.094309083545296,-4.309821065401464
C,2014-10-14,-3.9977293088915076,-4.1135072037307685,-4.385350303507016,-4.626379683834527
C,2014-07-14,-4.3306483746423385,-4.636763565614548,-4.506551320133433,-4.5781224443914805
C,2014-04-14,-4.973505215107528,-5.026335774488377,-4.671049759889862,-4.810218128586452
C,2014-01-16,-5.5484600009118346,-4.308081157431028,-4.046445452994006,-4.248237151642866
